country_name,country,year,gdp
Qatar,QAT,1975,2512784033.0
Romania,ROU,1975,
Russian Federation,RUS,1975,
Rwanda,RWA,1975,571863295.7
South Asia,SAS,1975,136000000000.0
Saudi Arabia,SAU,1975,46773368206.0
Sudan,SDN,1975,5598000000.0
Senegal,SEN,1975,2830388405.0
Singapore,SGP,1975,5633673930.0
Solomon Islands,SLB,1975,74617096.48
Sierra Leone,SLE,1975,679335901.1
El Salvador,SLV,1975,1884120100.0
San Marino,SMR,1975,
Somalia,SOM,1975,710850226.5
Serbia,SRB,1975,
Sub-Saharan Africa (excluding high income),SSA,1975,136000000000.0
South Sudan,SSD,1975,
Sub-Saharan Africa,SSF,1975,136000000000.0
Small states,SST,1975,23027786985.0
Sao Tome and Principe,STP,1975,
Suriname,SUR,1975,465500000.0
Slovak Republic,SVK,1975,
Slovenia,SVN,1975,
Sweden,SWE,1975,82206762873.0
Eswatini,SWZ,1975,288302907.4
Sint Maarten (Dutch part),SXM,1975,
Seychelles,SYC,1975,47803145.96
Syrian Arab Republic,SYR,1975,6826980767.0
Turks and Caicos Islands,TCA,1975,
Chad,TCD,1975,864602103.3
East Asia & Pacific (IDA & IBRD countries),TEA,1975,246000000000.0
Europe & Central Asia (IDA & IBRD countries),TEC,1975,
Togo,TGO,1975,617321669.4
Thailand,THA,1975,14882747955.0
Tajikistan,TJK,1975,
Turkmenistan,TKM,1975,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1975,368000000000.0
Timor-Leste,TLS,1975,
Middle East & North Africa (IDA & IBRD countries),TMN,1975,
Tonga,TON,1975,32506741.72
South Asia (IDA & IBRD),TSA,1975,136000000000.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1975,136000000000.0
Trinidad and Tobago,TTO,1975,2442667573.0
Tunisia,TUN,1975,4328610490.0
Turkey,TUR,1975,44633707243.0
Tuvalu,TUV,1975,
Tanzania,TZA,1975,
Uganda,UGA,1975,2359555556.0
Ukraine,UKR,1975,
Upper middle income,UMC,1975,946000000000.0
Uruguay,URY,1975,3538283322.0
United States,USA,1975,1680000000000.0
Uzbekistan,UZB,1975,
St. Vincent and the Grenadines,VCT,1975,33237164.72
"Venezuela, RB",VEN,1975,27464651163.0
British Virgin Islands,VGB,1975,
Virgin Islands (U.S.),VIR,1975,
Vietnam,VNM,1975,
Vanuatu,VUT,1975,
World,WLD,1975,5920000000000.0
Samoa,WSM,1975,
Kosovo,XKX,1975,
"Yemen, Rep.",YEM,1975,
South Africa,ZAF,1975,38114542813.0
Zambia,ZMB,1975,2618666667.0
Zimbabwe,ZWE,1975,4371300700.0
Aruba,ABW,1976,
Afghanistan,AFG,1976,2555555567.0
Angola,AGO,1976,
Albania,ALB,1976,
Andorra,AND,1976,227281024.6
Arab World,ARB,1976,145000000000.0
United Arab Emirates,ARE,1976,19213022691.0
Argentina,ARG,1976,51169499891.0
Armenia,ARM,1976,
American Samoa,ASM,1976,
Antigua and Barbuda,ATG,1976,
Australia,AUS,1976,105000000000.0
Austria,AUT,1976,42959976068.0
Azerbaijan,AZE,1976,
Burundi,BDI,1976,448412753.6
Belgium,BEL,1976,71113883177.0
Benin,BEN,1976,698408244.4
Burkina Faso,BFA,1976,976547572.2
Bangladesh,BGD,1976,10117113333.0
Bulgaria,BGR,1976,
Bahrain,BHR,1976,
"Bahamas, The",BHS,1976,642100000.0
Bosnia and Herzegovina,BIH,1976,
Belarus,BLR,1976,
Belize,BLZ,1976,96905829.6
Bermuda,BMU,1976,386300000.0
Bolivia,BOL,1976,2731984008.0
Brazil,BRA,1976,153000000000.0
Barbados,BRB,1976,435911268.6
Brunei Darussalam,BRN,1976,1423061357.0
Bhutan,BTN,1976,
Botswana,BWA,1976,372010119.6
Central African Republic,CAF,1976,451152450.0
Canada,CAN,1976,207000000000.0
Central Europe and the Baltics,CEB,1976,
Switzerland,CHE,1976,66493313570.0
Channel Islands,CHI,1976,
Chile,CHL,1976,10341925249.0
China,CHN,1976,154000000000.0
Cote d'Ivoire,CIV,1976,4662053708.0
Cameroon,CMR,1976,3076592431.0
"Congo, Dem. Rep.",COD,1976,9648583225.0
"Congo, Rep.",COG,1976,754549600.5
Colombia,COL,1976,15341403660.0
Comoros,COM,1976,
Cabo Verde,CPV,1976,
Costa Rica,CRI,1976,2412555426.0
Caribbean small states,CSS,1976,7911686087.0
Cuba,CUB,1976,13789579903.0
Curacao,CUW,1976,
Cayman Islands,CYM,1976,
Cyprus,CYP,1976,576090073.7
Czech Republic,CZE,1976,
Germany,DEU,1976,520000000000.0
Djibouti,DJI,1976,
Dominica,DMA,1976,
Denmark,DNK,1976,44575892473.0
Dominican Republic,DOM,1976,3951500000.0
Algeria,DZA,1976,17728347375.0
East Asia & Pacific (excluding high income),EAP,1976,251000000000.0
Early-demographic dividend,EAR,1976,694000000000.0
East Asia & Pacific,EAS,1976,1030000000000.0
Europe & Central Asia (excluding high income),ECA,1976,
Europe & Central Asia,ECS,1976,2420000000000.0
Ecuador,ECU,1976,9091924305.0
"Egypt, Arab Rep.",EGY,1976,13315988083.0
Euro area,EMU,1976,1570000000000.0
Eritrea,ERI,1976,
Spain,ESP,1976,119000000000.0
Estonia,EST,1976,
Ethiopia,ETH,1976,
European Union,EUU,1976,2010000000000.0
Fragile and conflict affected situations,FCS,1976,
Finland,FIN,1976,31849514233.0
Fiji,FJI,1976,694552411.7
France,FRA,1976,372000000000.0
Faroe Islands,FRO,1976,
"Micronesia, Fed. Sts.",FSM,1976,
Gabon,GAB,1976,3009409971.0
United Kingdom,GBR,1976,233000000000.0
Georgia,GEO,1976,
Ghana,GHA,1976,2765254237.0
Gibraltar,GIB,1976,
Guinea,GIN,1976,
"Gambia, The",GMB,1976,112189468.5
Guinea-Bissau,GNB,1976,112386489.0
Equatorial Guinea,GNQ,1976,103653049.9
Greece,GRC,1976,31152840485.0
Grenada,GRD,1976,
Greenland,GRL,1976,240780413.6
Guatemala,GTM,1976,4365300200.0
Guam,GUM,1976,
Guyana,GUY,1976,454440000.0
High income,HIC,1976,5100000000000.0
"Hong Kong SAR, China",HKG,1976,12876366009.0
Honduras,HND,1976,1347999950.0
Heavily indebted poor countries (HIPC),HPC,1976,67375002661.0
Croatia,HRV,1976,
Haiti,HTI,1976,879000000.0
Hungary,HUN,1976,
IBRD only,IBD,1976,1280000000000.0
IDA & IBRD total,IBT,1976,1440000000000.0
IDA total,IDA,1976,166000000000.0
IDA blend,IDB,1976,71834819283.0
Indonesia,IDN,1976,37269156627.0
IDA only,IDX,1976,94811139068.0
Isle of Man,IMN,1976,
India,IND,1976,103000000000.0
Not classified,INX,1976,
Ireland,IRL,1976,9465078121.0
"Iran, Islamic Rep.",IRN,1976,68055295080.0
Iraq,IRQ,1976,17754825601.0
Iceland,ISL,1976,1671997859.0
Israel,ISR,1976,15183126050.0
Italy,ITA,1976,225000000000.0
Jamaica,JAM,1976,2966010230.0
Jordan,JOR,1976,1708734940.0
Japan,JPN,1976,586000000000.0
Kazakhstan,KAZ,1976,
Kenya,KEN,1976,3474542392.0
Kyrgyz Republic,KGZ,1976,
Cambodia,KHM,1976,
Kiribati,KIR,1976,41109617.5
St. Kitts and Nevis,KNA,1976,30095602.29
"Korea, Rep.",KOR,1976,29779338843.0
Kuwait,KWT,1976,13131668947.0
Latin America & Caribbean (excluding high income),LAC,1976,404000000000.0
Lao PDR,LAO,1976,
Lebanon,LBN,1976,
Liberia,LBR,1976,
Libya,LBY,1976,
St. Lucia,LCA,1976,
Latin America & Caribbean,LCN,1976,435000000000.0
Least developed countries: UN classification,LDC,1976,
Low income,LIC,1976,
Liechtenstein,LIE,1976,272493879.0
Sri Lanka,LKA,1976,3591319857.0
Lower middle income,LMC,1976,337000000000.0
Low & middle income,LMY,1976,1410000000000.0
Lesotho,LSO,1976,147654093.8
Late-demographic dividend,LTE,1976,801000000000.0
Lithuania,LTU,1976,
Luxembourg,LUX,1976,3544268025.0
Latvia,LVA,1976,
"Macao SAR, China",MAC,1976,
St. Martin (French part),MAF,1976,
Morocco,MAR,1976,9584323309.0
Monaco,MCO,1976,735339911.9
Moldova,MDA,1976,
Madagascar,MDG,1976,2181844194.0
Maldives,MDV,1976,
Middle East & North Africa,MEA,1976,194000000000.0
Mexico,MEX,1976,89025974026.0
Marshall Islands,MHL,1976,
Middle income,MIC,1976,1360000000000.0
North Macedonia,MKD,1976,
Mali,MLI,1976,939227993.7
Malta,MLT,1976,527936988.8
Myanmar,MMR,1976,
Middle East & North Africa (excluding high income),MNA,1976,
Montenegro,MNE,1976,
Mongolia,MNG,1976,
Northern Mariana Islands,MNP,1976,
Mozambique,MOZ,1976,
Mauritania,MRT,1976,524407949.9
Mauritius,MUS,1976,704033525.4
Malawi,MWI,1976,670317634.2
Malaysia,MYS,1976,11050125905.0
North America,NAC,1976,2080000000000.0
Namibia,NAM,1976,
New Caledonia,NCL,1976,798310509.6
Niger,NER,1976,1064517575.0
Nigeria,NGA,1976,36308883249.0
Nicaragua,NIC,1976,1847871372.0
Netherlands,NLD,1976,109000000000.0
Norway,NOR,1976,35942270686.0
Nepal,NPL,1976,1452792989.0
Nauru,NRU,1976,
New Zealand,NZL,1976,13604832424.0
OECD members,OED,1976,5070000000000.0
Oman,OMN,1976,2560220035.0
Other small states,OSS,1976,16721818988.0
Pakistan,PAK,1976,13338484980.0
Panama,PAN,1976,2588106000.0
Peru,PER,1976,15947709380.0
Philippines,PHL,1976,17097563270.0
Palau,PLW,1976,
Papua New Guinea,PNG,1976,1511856584.0
Poland,POL,1976,
Pre-demographic dividend,PRE,1976,61976896343.0
Puerto Rico,PRI,1976,8968600000.0
"Korea, Dem. People?s Rep.",PRK,1976,
Portugal,PRT,1976,20332834218.0
Paraguay,PRY,1976,1698960317.0
West Bank and Gaza,PSE,1976,
Pacific island small states,PSS,1976,1134769625.0
Post-demographic dividend,PST,1976,4930000000000.0
French Polynesia,PYF,1976,732286143.3
Qatar,QAT,1976,3284301332.0
Romania,ROU,1976,
Russian Federation,RUS,1976,
Rwanda,RWA,1976,637754162.1
South Asia,SAS,1976,133000000000.0
Saudi Arabia,SAU,1976,64005665722.0
Sudan,SDN,1976,6979333333.0
Senegal,SEN,1976,2869777812.0
Singapore,SGP,1976,6327077974.0
Solomon Islands,SLB,1976,83099107.91
Sierra Leone,SLE,1976,594895672.3
El Salvador,SLV,1976,2328280100.0
San Marino,SMR,1976,
Somalia,SOM,1976,807275808.7
Serbia,SRB,1976,
Sub-Saharan Africa (excluding high income),SSA,1976,148000000000.0
South Sudan,SSD,1976,
Sub-Saharan Africa,SSF,1976,148000000000.0
Small states,SST,1976,26286407840.0
Sao Tome and Principe,STP,1976,
Suriname,SUR,1976,505500000.0
Slovak Republic,SVK,1976,
Slovenia,SVN,1976,
Sweden,SWE,1976,88630408366.0
Eswatini,SWZ,1976,272539098.4
Sint Maarten (Dutch part),SXM,1976,
Seychelles,SYC,1976,49278979.55
Syrian Arab Republic,SYR,1976,7633528921.0
Turks and Caicos Islands,TCA,1976,
Chad,TCD,1976,866044961.0
East Asia & Pacific (IDA & IBRD countries),TEA,1976,250000000000.0
Europe & Central Asia (IDA & IBRD countries),TEC,1976,
Togo,TGO,1976,619375134.2
Thailand,THA,1976,16985211146.0
Tajikistan,TJK,1976,
Turkmenistan,TKM,1976,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1976,410000000000.0
Timor-Leste,TLS,1976,
Middle East & North Africa (IDA & IBRD countries),TMN,1976,
Tonga,TON,1976,30036416.96
South Asia (IDA & IBRD),TSA,1976,133000000000.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1976,148000000000.0
Trinidad and Tobago,TTO,1976,2500410584.0
Tunisia,TUN,1976,4507929104.0
Turkey,TUR,1976,51280134554.0
Tuvalu,TUV,1976,
Tanzania,TZA,1976,
Uganda,UGA,1976,2447300000.0
Ukraine,UKR,1976,
Upper middle income,UMC,1976,1030000000000.0
Uruguay,URY,1976,3667161241.0
United States,USA,1976,1870000000000.0
Uzbekistan,UZB,1976,
St. Vincent and the Grenadines,VCT,1976,32792480.97
"Venezuela, RB",VEN,1976,31419534884.0
British Virgin Islands,VGB,1976,
Virgin Islands (U.S.),VIR,1976,
Vietnam,VNM,1976,
Vanuatu,VUT,1976,
World,WLD,1976,6440000000000.0
Samoa,WSM,1976,
Kosovo,XKX,1976,
"Yemen, Rep.",YEM,1976,
South Africa,ZAF,1976,36603349968.0
Zambia,ZMB,1976,2746714286.0
Zimbabwe,ZWE,1976,4318372000.0
Aruba,ABW,1977,
Afghanistan,AFG,1977,2953333418.0
Angola,AGO,1977,
Albania,ALB,1977,
Andorra,AND,1977,254020153.3
Arab World,ARB,1977,167000000000.0
United Arab Emirates,ARE,1977,24871775165.0
Argentina,ARG,1977,56781000101.0
Armenia,ARM,1977,
American Samoa,ASM,1977,
Antigua and Barbuda,ATG,1977,77496753.7
Australia,AUS,1977,110000000000.0
Austria,AUT,1977,51545759221.0
Azerbaijan,AZE,1977,
Burundi,BDI,1977,547535555.6
Belgium,BEL,1977,82839905346.0
Benin,BEN,1977,750049739.2
Burkina Faso,BFA,1977,1131225279.0
Bangladesh,BGD,1977,9651149302.0
Bulgaria,BGR,1977,
Bahrain,BHR,1977,
"Bahamas, The",BHS,1977,713000000.0
Bosnia and Herzegovina,BIH,1977,
Belarus,BLR,1977,
Belize,BLZ,1977,117650000.0
Bermuda,BMU,1977,447000000.0
Bolivia,BOL,1977,3227436282.0
Brazil,BRA,1977,176000000000.0
Barbados,BRB,1977,495097667.9
Brunei Darussalam,BRN,1977,1732721161.0
Bhutan,BTN,1977,
Botswana,BWA,1977,451603325.4
Central African Republic,CAF,1977,507298120.7
Canada,CAN,1977,212000000000.0
Central Europe and the Baltics,CEB,1977,
Switzerland,CHE,1977,71017619472.0
Channel Islands,CHI,1977,
Chile,CHL,1977,13962893422.0
China,CHN,1977,175000000000.0
Cote d'Ivoire,CIV,1977,6265067858.0
Cameroon,CMR,1977,3366368665.0
"Congo, Dem. Rep.",COD,1977,12344424764.0
"Congo, Rep.",COG,1977,765224030.6
Colombia,COL,1977,19470960619.0
Comoros,COM,1977,
Cabo Verde,CPV,1977,
Costa Rica,CRI,1977,3072427013.0
Caribbean small states,CSS,1977,9186752659.0
Cuba,CUB,1977,14206158675.0
Curacao,CUW,1977,
Cayman Islands,CYM,1977,
Cyprus,CYP,1977,734887974.0
Czech Republic,CZE,1977,
Germany,DEU,1977,600000000000.0
Djibouti,DJI,1977,
Dominica,DMA,1977,45872947.41
Denmark,DNK,1977,49784338519.0
Dominican Republic,DOM,1977,4587100000.0
Algeria,DZA,1977,20971901273.0
East Asia & Pacific (excluding high income),EAP,1977,290000000000.0
Early-demographic dividend,EAR,1977,775000000000.0
East Asia & Pacific,EAS,1977,1220000000000.0
Europe & Central Asia (excluding high income),ECA,1977,
Europe & Central Asia,ECS,1977,2730000000000.0
Ecuador,ECU,1977,11026346590.0
"Egypt, Arab Rep.",EGY,1977,14400806876.0
Euro area,EMU,1977,1780000000000.0
Eritrea,ERI,1977,
Spain,ESP,1977,132000000000.0
Estonia,EST,1977,
Ethiopia,ETH,1977,
European Union,EUU,1977,2280000000000.0
Fragile and conflict affected situations,FCS,1977,
Finland,FIN,1977,33499799174.0
Fiji,FJI,1977,719533137.1
France,FRA,1977,410000000000.0
Faroe Islands,FRO,1977,
"Micronesia, Fed. Sts.",FSM,1977,
Gabon,GAB,1977,2809349074.0
United Kingdom,GBR,1977,263000000000.0
Georgia,GEO,1977,
Ghana,GHA,1977,3189428571.0
Gibraltar,GIB,1977,
Guinea,GIN,1977,
"Gambia, The",GMB,1977,138094243.3
Guinea-Bissau,GNB,1977,114971207.2
Equatorial Guinea,GNQ,1977,103987520.1
Greece,GRC,1977,36176233117.0
Grenada,GRD,1977,71494495.19
Greenland,GRL,1977,282269373.0
Guatemala,GTM,1977,5480500200.0
Guam,GUM,1977,
Guyana,GUY,1977,449880000.0
High income,HIC,1977,5770000000000.0
"Hong Kong SAR, China",HKG,1977,15719433719.0
Honduras,HND,1977,1669499950.0
Heavily indebted poor countries (HIPC),HPC,1977,78973148703.0
Croatia,HRV,1977,
Haiti,HTI,1977,947000000.0
Hungary,HUN,1977,
IBRD only,IBD,1977,1450000000000.0
IDA & IBRD total,IBT,1977,1630000000000.0
IDA total,IDA,1977,181000000000.0
IDA blend,IDB,1977,75285530908.0
Indonesia,IDN,1977,45808915663.0
IDA only,IDX,1977,107000000000.0
Isle of Man,IMN,1977,
India,IND,1977,121000000000.0
Not classified,INX,1977,
Ireland,IRL,1977,11261810826.0
"Iran, Islamic Rep.",IRN,1977,80600122701.0
Iraq,IRQ,1977,19838130715.0
Iceland,ISL,1977,2211828984.0
Israel,ISR,1977,17372801201.0
Italy,ITA,1977,258000000000.0
Jamaica,JAM,1977,3249697393.0
Jordan,JOR,1977,2096568479.0
Japan,JPN,1977,721000000000.0
Kazakhstan,KAZ,1977,
Kenya,KEN,1977,4494378855.0
Kyrgyz Republic,KGZ,1977,
Cambodia,KHM,1977,
Kiribati,KIR,1977,38748059.44
St. Kitts and Nevis,KNA,1977,44496737.78
"Korea, Rep.",KOR,1977,38265082645.0
Kuwait,KWT,1977,14135729588.0
Latin America & Caribbean (excluding high income),LAC,1977,441000000000.0
Lao PDR,LAO,1977,
Lebanon,LBN,1977,
Liberia,LBR,1977,
Libya,LBY,1977,
St. Lucia,LCA,1977,92546835.93
Latin America & Caribbean,LCN,1977,479000000000.0
Least developed countries: UN classification,LDC,1977,
Low income,LIC,1977,
Liechtenstein,LIE,1977,303496276.3
Sri Lanka,LKA,1977,4104509583.0
Lower middle income,LMC,1977,385000000000.0
Low & middle income,LMY,1977,1580000000000.0
Lesotho,LSO,1977,193307267.7
Late-demographic dividend,LTE,1977,929000000000.0
Lithuania,LTU,1977,
Luxembourg,LUX,1977,3922895892.0
Latvia,LVA,1977,
"Macao SAR, China",MAC,1977,
St. Martin (French part),MAF,1977,
Morocco,MAR,1977,11049896742.0
Monaco,MCO,1977,811250927.4
Moldova,MDA,1977,
Madagascar,MDG,1977,2358930406.0
Maldives,MDV,1977,
Middle East & North Africa,MEA,1977,224000000000.0
Mexico,MEX,1977,81814159292.0
Marshall Islands,MHL,1977,
Middle income,MIC,1977,1530000000000.0
North Macedonia,MKD,1977,
Mali,MLI,1977,1049838493.0
Malta,MLT,1977,625573345.5
Myanmar,MMR,1977,
Middle East & North Africa (excluding high income),MNA,1977,
Montenegro,MNE,1977,
Mongolia,MNG,1977,
Northern Mariana Islands,MNP,1977,
Mozambique,MOZ,1977,
Mauritania,MRT,1977,540635401.2
Mauritius,MUS,1977,823634464.9
Malawi,MWI,1977,806290840.6
Malaysia,MYS,1977,13139397879.0
North America,NAC,1977,2290000000000.0
Namibia,NAM,1977,
New Caledonia,NCL,1977,837616756.5
Niger,NER,1977,1291457973.0
Nigeria,NGA,1977,36035407725.0
Nicaragua,NIC,1977,2239857061.0
Netherlands,NLD,1977,127000000000.0
Norway,NOR,1977,41508030431.0
Nepal,NPL,1977,1382400000.0
Nauru,NRU,1977,
New Zealand,NZL,1977,15446825318.0
OECD members,OED,1977,5710000000000.0
Oman,OMN,1977,2741169948.0
Other small states,OSS,1977,18830642612.0
Pakistan,PAK,1977,15126059646.0
Panama,PAN,1977,2738261900.0
Peru,PER,1977,14620386674.0
Philippines,PHL,1977,19648106122.0
Palau,PLW,1977,
Papua New Guinea,PNG,1977,1640763204.0
Poland,POL,1977,
Pre-demographic dividend,PRE,1977,68455241165.0
Puerto Rico,PRI,1977,9910900000.0
"Korea, Dem. People?s Rep.",PRK,1977,
Portugal,PRT,1977,21439525406.0
Paraguay,PRY,1977,2092158730.0
West Bank and Gaza,PSE,1977,
Pacific island small states,PSS,1977,1183928058.0
Post-demographic dividend,PST,1977,5570000000000.0
French Polynesia,PYF,1977,793193187.4
Qatar,QAT,1977,3617580172.0
Romania,ROU,1977,
Russian Federation,RUS,1977,
Rwanda,RWA,1977,746650558.6
South Asia,SAS,1977,154000000000.0
Saudi Arabia,SAU,1977,74188249979.0
Sudan,SDN,1977,8704000000.0
Senegal,SEN,1977,2938046307.0
Singapore,SGP,1977,6618585074.0
Solomon Islands,SLB,1977,93147039.25
Sierra Leone,SLE,1977,691777758.4
El Salvador,SLV,1977,2941640100.0
San Marino,SMR,1977,
Somalia,SOM,1977,498550873.0
Serbia,SRB,1977,
Sub-Saharan Africa (excluding high income),SSA,1977,162000000000.0
South Sudan,SSD,1977,
Sub-Saharan Africa,SSF,1977,162000000000.0
Small states,SST,1977,29851166110.0
Sao Tome and Principe,STP,1977,
Suriname,SUR,1977,641500000.0
Slovak Republic,SVK,1977,
Slovenia,SVN,1977,
Sweden,SWE,1977,93695265976.0
Eswatini,SWZ,1977,304047838.1
Sint Maarten (Dutch part),SXM,1977,
Seychelles,SYC,1977,64526398.66
Syrian Arab Republic,SYR,1977,7696011360.0
Turks and Caicos Islands,TCA,1977,
Chad,TCD,1977,935360466.4
East Asia & Pacific (IDA & IBRD countries),TEA,1977,289000000000.0
Europe & Central Asia (IDA & IBRD countries),TEC,1977,
Togo,TGO,1977,777435020.5
Thailand,THA,1977,19779315170.0
Tajikistan,TJK,1977,
Turkmenistan,TKM,1977,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1977,451000000000.0
Timor-Leste,TLS,1977,
Middle East & North Africa (IDA & IBRD countries),TMN,1977,
Tonga,TON,1977,34139387.89
South Asia (IDA & IBRD),TSA,1977,154000000000.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1977,162000000000.0
Trinidad and Tobago,TTO,1977,3138666667.0
Tunisia,TUN,1977,5109324009.0
Turkey,TUR,1977,58676813687.0
Tuvalu,TUV,1977,
Tanzania,TZA,1977,
Uganda,UGA,1977,2936470588.0
Ukraine,UKR,1977,
Upper middle income,UMC,1977,1150000000000.0
Uruguay,URY,1977,4114667063.0
United States,USA,1977,2080000000000.0
Uzbekistan,UZB,1977,
St. Vincent and the Grenadines,VCT,1977,49353161.85
"Venezuela, RB",VEN,1977,36210697674.0
British Virgin Islands,VGB,1977,
Virgin Islands (U.S.),VIR,1977,
Vietnam,VNM,1977,
Vanuatu,VUT,1977,
World,WLD,1977,7280000000000.0
Samoa,WSM,1977,
Kosovo,XKX,1977,
"Yemen, Rep.",YEM,1977,
South Africa,ZAF,1977,40651349965.0
Zambia,ZMB,1977,2483000000.0
Zimbabwe,ZWE,1977,4364382100.0
Aruba,ABW,1978,
Afghanistan,AFG,1978,3300000109.0
Angola,AGO,1978,
Albania,ALB,1978,
Andorra,AND,1978,308008897.6
Arab World,ARB,1978,184000000000.0
United Arab Emirates,ARE,1978,23775831783.0
Argentina,ARG,1978,58082870156.0
Armenia,ARM,1978,
American Samoa,ASM,1978,
Antigua and Barbuda,ATG,1978,87879341.48
Australia,AUS,1978,118000000000.0
Austria,AUT,1978,62052258694.0
Azerbaijan,AZE,1978,
Burundi,BDI,1978,610225555.6
Belgium,BEL,1978,101000000000.0
Benin,BEN,1978,928843304.8
Burkina Faso,BFA,1978,1475584037.0
Bangladesh,BGD,1978,13281767143.0
Bulgaria,BGR,1978,
Bahrain,BHR,1978,
"Bahamas, The",BHS,1978,832400000.0
Bosnia and Herzegovina,BIH,1978,
Belarus,BLR,1978,
Belize,BLZ,1978,136300000.0
Bermuda,BMU,1978,475800000.0
Bolivia,BOL,1978,3758220890.0
Brazil,BRA,1978,201000000000.0
Barbados,BRB,1978,552883707.1
Brunei Darussalam,BRN,1978,1941600704.0
Bhutan,BTN,1978,
Botswana,BWA,1978,590376720.6
Central African Republic,CAF,1978,610578523.8
Canada,CAN,1978,219000000000.0
Central Europe and the Baltics,CEB,1978,
Switzerland,CHE,1978,99318234340.0
Channel Islands,CHI,1978,
Chile,CHL,1978,15989933708.0
China,CHN,1978,150000000000.0
Cote d'Ivoire,CIV,1978,7900524898.0
Cameroon,CMR,1978,4409920644.0
"Congo, Dem. Rep.",COD,1978,15372608002.0
"Congo, Rep.",COG,1978,878771771.3
Colombia,COL,1978,23263511958.0
Comoros,COM,1978,
Cabo Verde,CPV,1978,
Costa Rica,CRI,1978,3523208810.0
Caribbean small states,CSS,1978,9422384791.0
Cuba,CUB,1978,17844705325.0
Curacao,CUW,1978,
Cayman Islands,CYM,1978,
Cyprus,CYP,1978,964026512.2
Czech Republic,CZE,1978,
Germany,DEU,1978,740000000000.0
Djibouti,DJI,1978,
Dominica,DMA,1978,57130215.56
Denmark,DNK,1978,60362931854.0
Dominican Republic,DOM,1978,4734400000.0
Algeria,DZA,1978,26364491313.0
East Asia & Pacific (excluding high income),EAP,1978,280000000000.0
Early-demographic dividend,EAR,1978,859000000000.0
East Asia & Pacific,EAS,1978,1540000000000.0
Europe & Central Asia (excluding high income),ECA,1978,
Europe & Central Asia,ECS,1978,3350000000000.0
Ecuador,ECU,1978,11922502171.0
"Egypt, Arab Rep.",EGY,1978,14811704063.0
Euro area,EMU,1978,2180000000000.0
Eritrea,ERI,1978,
Spain,ESP,1978,161000000000.0
Estonia,EST,1978,
Ethiopia,ETH,1978,
European Union,EUU,1978,2790000000000.0
Fragile and conflict affected situations,FCS,1978,
Finland,FIN,1978,36256160722.0
Fiji,FJI,1978,829239489.8
France,FRA,1978,507000000000.0
Faroe Islands,FRO,1978,
"Micronesia, Fed. Sts.",FSM,1978,
Gabon,GAB,1978,2389479269.0
United Kingdom,GBR,1978,336000000000.0
Georgia,GEO,1978,
Ghana,GHA,1978,3662478185.0
Gibraltar,GIB,1978,
Guinea,GIN,1978,
"Gambia, The",GMB,1978,171836793.4
Guinea-Bissau,GNB,1978,122666858.8
Equatorial Guinea,GNQ,1978,
Greece,GRC,1978,44270203154.0
Grenada,GRD,1978,88322386.3
Greenland,GRL,1978,355989047.3
Guatemala,GTM,1978,6070600200.0
Guam,GUM,1978,
Guyana,GUY,1978,507080000.0
High income,HIC,1978,6930000000000.0
"Hong Kong SAR, China",HKG,1978,18315007366.0
Honduras,HND,1978,3097242093.0
Heavily indebted poor countries (HIPC),HPC,1978,91015341879.0
Croatia,HRV,1978,
Haiti,HTI,1978,974200000.0
Hungary,HUN,1978,
IBRD only,IBD,1978,1560000000000.0
IDA & IBRD total,IBT,1978,1770000000000.0
IDA total,IDA,1978,205000000000.0
IDA blend,IDB,1978,81613035179.0
Indonesia,IDN,1978,51455719100.0
IDA only,IDX,1978,126000000000.0
Isle of Man,IMN,1978,
India,IND,1978,137000000000.0
Not classified,INX,1978,
Ireland,IRL,1978,14665538055.0
"Iran, Islamic Rep.",IRN,1978,77994316622.0
Iraq,IRQ,1978,23762275652.0
Iceland,ISL,1978,2515601748.0
Israel,ISR,1978,16843177635.0
Italy,ITA,1978,315000000000.0
Jamaica,JAM,1978,2644449232.0
Jordan,JOR,1978,2602748691.0
Japan,JPN,1978,1010000000000.0
Kazakhstan,KAZ,1978,
Kenya,KEN,1978,5303734883.0
Kyrgyz Republic,KGZ,1978,
Cambodia,KHM,1978,
Kiribati,KIR,1978,45210026.32
St. Kitts and Nevis,KNA,1978,49433941.48
"Korea, Rep.",KOR,1978,51700619835.0
Kuwait,KWT,1978,15500908760.0
Latin America & Caribbean (excluding high income),LAC,1978,501000000000.0
Lao PDR,LAO,1978,
Lebanon,LBN,1978,
Liberia,LBR,1978,
Libya,LBY,1978,
St. Lucia,LCA,1978,107827737.4
Latin America & Caribbean,LCN,1978,543000000000.0
Least developed countries: UN classification,LDC,1978,
Low income,LIC,1978,
Liechtenstein,LIE,1978,436918176.7
Sri Lanka,LKA,1978,2733183857.0
Lower middle income,LMC,1978,433000000000.0
Low & middle income,LMY,1978,1720000000000.0
Lesotho,LSO,1978,266559337.6
Late-demographic dividend,LTE,1978,968000000000.0
Lithuania,LTU,1978,
