country_name,country,year,gdp
Jamaica,JAM,1971,808.6356777999999
Jordan,JOR,1971,374.88842410000007
Japan,JPN,1971,2272.077802
Kazakhstan,KAZ,1971,
Kenya,KEN,1971,151.82993269999997
Kyrgyz Republic,KGZ,1971,
Cambodia,KHM,1971,135.84865209999998
Kiribati,KIR,1971,293.9329065
St. Kitts and Nevis,KNA,1971,441.1046629
"Korea, Rep.",KOR,1971,300.7648371
Kuwait,KWT,1971,4858.710663
Latin America & Caribbean (excluding high income),LAC,1971,628.4747427
Lao PDR,LAO,1971,
Lebanon,LBN,1971,
Liberia,LBR,1971,
Libya,LBY,1971,
St. Lucia,LCA,1971,
Latin America & Caribbean,LCN,1971,667.7961092999999
Least developed countries: UN classification,LDC,1971,
Low income,LIC,1971,
Liechtenstein,LIE,1971,4827.348497999999
Sri Lanka,LKA,1971,185.85988930000002
Lower middle income,LMC,1971,145.1652263
Low & middle income,LMY,1971,224.99734049999998
Lesotho,LSO,1971,72.65921117
Late-demographic dividend,LTE,1971,283.5570091
Lithuania,LTU,1971,
Luxembourg,LUX,1971,4591.7475030000005
Latvia,LVA,1971,
"Macao SAR, China",MAC,1971,
St. Martin (French part),MAF,1971,
Morocco,MAR,1971,265.2076804
Monaco,MCO,1971,13812.718180000002
Moldova,MDA,1971,
Madagascar,MDG,1971,177.49841
Maldives,MDV,1971,
Middle East & North Africa,MEA,1971,336.2932222
Mexico,MEX,1971,738.5583789
Marshall Islands,MHL,1971,
Middle income,MIC,1971,232.46580319999995
North Macedonia,MKD,1971,
Mali,MLI,1971,71.15470324
Malta,MLT,1971,874.0663356000001
Myanmar,MMR,1971,
Middle East & North Africa (excluding high income),MNA,1971,
Montenegro,MNE,1971,
Mongolia,MNG,1971,
Northern Mariana Islands,MNP,1971,
Mozambique,MOZ,1971,
Mauritania,MRT,1971,192.1435651
Mauritius,MUS,1971,
Malawi,MWI,1971,75.66372336
Malaysia,MYS,1971,383.6715064
North America,NAC,1971,5504.815817000001
Namibia,NAM,1971,
New Caledonia,NCL,1971,3446.952794
Niger,NER,1971,149.5419124
Nigeria,NGA,1971,160.2487501
Nicaragua,NIC,1971,333.114801
Netherlands,NLD,1971,3378.6147880000003
Norway,NOR,1971,3736.348737
Nepal,NPL,1971,71.62988972
Nauru,NRU,1971,
New Zealand,NZL,1971,2772.918597
OECD members,OED,1971,2921.498912
Oman,OMN,1971,401.9004645
Other small states,OSS,1971,
Pakistan,PAK,1971,177.4864034
Panama,PAN,1971,974.9369998999999
Peru,PER,1971,599.1155687
Philippines,PHL,1971,201.04127749999998
Palau,PLW,1971,
Papua New Guinea,PNG,1971,251.87158119999998
Poland,POL,1971,
Pre-demographic dividend,PRE,1971,92.84034039
Puerto Rico,PRI,1971,2044.319906
"Korea, Dem. People?s Rep.",PRK,1971,
Portugal,PRT,1971,1064.5380400000001
Paraguay,PRY,1971,262.0681038
West Bank and Gaza,PSE,1971,
Pacific island small states,PSS,1971,
Post-demographic dividend,PST,1971,3048.29851
French Polynesia,PYF,1971,2593.183341
Qatar,QAT,1971,3246.688699
Romania,ROU,1971,
Russian Federation,RUS,1971,
Rwanda,RWA,1971,57.58907171
South Asia,SAS,1971,124.83282990000001
Saudi Arabia,SAU,1971,1177.72395
Sudan,SDN,1971,187.0768759
Senegal,SEN,1971,305.3074898
Singapore,SGP,1971,1071.41154
Solomon Islands,SLB,1971,301.2534925
Sierra Leone,SLE,1971,149.90739530000002
El Salvador,SLV,1971,314.615766
San Marino,SMR,1971,
Somalia,SOM,1971,95.35361389
Serbia,SRB,1971,
Sub-Saharan Africa (excluding high income),SSA,1971,219.50099790000002
South Sudan,SSD,1971,
Sub-Saharan Africa,SSF,1971,219.52537180000004
Small states,SST,1971,510.1256655
Sao Tome and Principe,STP,1971,
Suriname,SUR,1971,815.1967847
Slovak Republic,SVK,1971,
Slovenia,SVN,1971,
Sweden,SWE,1971,5090.686879
Eswatini,SWZ,1971,307.3702565
Sint Maarten (Dutch part),SXM,1971,
Seychelles,SYC,1971,401.6080395
Syrian Arab Republic,SYR,1971,394.14214810000004
Turks and Caicos Islands,TCA,1971,
Chad,TCD,1971,134.6863325
East Asia & Pacific (IDA & IBRD countries),TEA,1971,120.0597828
Europe & Central Asia (IDA & IBRD countries),TEC,1971,
Togo,TGO,1971,131.09873580000001
Thailand,THA,1971,194.2666812
Tajikistan,TJK,1971,
Turkmenistan,TKM,1971,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1971,646.8284077999999
Timor-Leste,TLS,1971,
Middle East & North Africa (IDA & IBRD countries),TMN,1971,
Tonga,TON,1971,
South Asia (IDA & IBRD),TSA,1971,124.83282990000001
Sub-Saharan Africa (IDA & IBRD countries),TSS,1971,219.52537180000004
Trinidad and Tobago,TTO,1971,938.2817277
Tunisia,TUN,1971,325.5643387
Turkey,TUR,1971,455.1049092
Tuvalu,TUV,1971,
Tanzania,TZA,1971,
Uganda,UGA,1971,146.588879
Ukraine,UKR,1971,
Upper middle income,UMC,1971,302.4788818
Uruguay,URY,1971,996.0887733999999
United States,USA,1971,5609.3826
Uzbekistan,UZB,1971,
St. Vincent and the Grenadines,VCT,1971,219.16525319999997
"Venezuela, RB",VEN,1971,1105.623337
British Virgin Islands,VGB,1971,
Virgin Islands (U.S.),VIR,1971,
Vietnam,VNM,1971,
Vanuatu,VUT,1971,
World,WLD,1971,871.5695546000001
Samoa,WSM,1971,
Kosovo,XKX,1971,
"Yemen, Rep.",YEM,1971,
South Africa,ZAF,1971,897.1298562999999
Zambia,ZMB,1971,390.57941889999995
Zimbabwe,ZWE,1971,397.7950448
Aruba,ABW,1972,
Afghanistan,AFG,1972,135.3173083
Angola,AGO,1972,
Albania,ALB,1972,
Andorra,AND,1972,4217.173581
Arab World,ARB,1972,342.4436409
United Arab Emirates,ARE,1972,
Argentina,ARG,1972,1408.865208
Armenia,ARM,1972,
American Samoa,ASM,1972,
Antigua and Barbuda,ATG,1972,
Australia,AUS,1972,3943.787639
Austria,AUT,1972,2924.048871
Azerbaijan,AZE,1972,
Burundi,BDI,1972,69.13940168
Belgium,BEL,1972,3831.6318810000002
Benin,BEN,1972,134.81940790000002
Burkina Faso,BFA,1972,99.32676402
Bangladesh,BGD,1972,94.38167846
Bulgaria,BGR,1972,
Bahrain,BHR,1972,
"Bahamas, The",BHS,1972,3322.163876
Bosnia and Herzegovina,BIH,1972,
Belarus,BLR,1972,
Belize,BLZ,1972,519.5635077
Bermuda,BMU,1972,4343.173432
Bolivia,BOL,1972,268.58413010000004
Brazil,BRA,1972,586.2144049999999
Barbados,BRB,1972,
Brunei Darussalam,BRN,1972,1906.877497
Bhutan,BTN,1972,
Botswana,BWA,1972,247.72908969999997
Central African Republic,CAF,1972,123.31091529999999
Canada,CAN,1972,5089.587925
Central Europe and the Baltics,CEB,1972,
Switzerland,CHE,1972,5714.340897
Channel Islands,CHI,1972,
Chile,CHL,1972,1173.218505
China,CHN,1972,131.8835612
Cote d'Ivoire,CIV,1972,331.6692963
Cameroon,CMR,1972,208.37545380000003
"Congo, Dem. Rep.",COD,1972,292.297084
"Congo, Rep.",COG,1972,291.9750014
Colombia,COL,1972,385.1125893
Comoros,COM,1972,
Cabo Verde,CPV,1972,
Costa Rica,CRI,1972,636.9053799
Caribbean small states,CSS,1972,923.1407356000001
Cuba,CUB,1972,901.3673042000001
Curacao,CUW,1972,
Cayman Islands,CYM,1972,
Cyprus,CYP,1972,
Czech Republic,CZE,1972,
Germany,DEU,1972,3809.9814469999997
Djibouti,DJI,1972,
Dominica,DMA,1972,
Denmark,DNK,1972,4654.298936
Dominican Republic,DOM,1972,417.9197003
Algeria,DZA,1972,442.3518782
East Asia & Pacific (excluding high income),EAP,1972,131.4016152
Early-demographic dividend,EAR,1972,252.71184869999996
East Asia & Pacific,EAS,1972,414.5081098
Europe & Central Asia (excluding high income),ECA,1972,
Europe & Central Asia,ECS,1972,1845.43261
Ecuador,ECU,1972,495.535764
"Egypt, Arab Rep.",EGY,1972,257.5887293
Euro area,EMU,1972,3026.071379
Eritrea,ERI,1972,
Spain,ESP,1972,1708.8086440000002
Estonia,EST,1972,
Ethiopia,ETH,1972,
European Union,EUU,1972,2986.3668079999998
Fragile and conflict affected situations,FCS,1972,
Finland,FIN,1972,3177.645546
Fiji,FJI,1972,583.3176916
France,FRA,1972,3854.5567840000003
Faroe Islands,FRO,1972,
"Micronesia, Fed. Sts.",FSM,1972,
Gabon,GAB,1972,703.7854219
United Kingdom,GBR,1972,3030.432514
Georgia,GEO,1972,
Ghana,GHA,1972,228.859956
Gibraltar,GIB,1972,
Guinea,GIN,1972,
"Gambia, The",GMB,1972,120.14301640000001
Guinea-Bissau,GNB,1972,119.72706459999999
Equatorial Guinea,GNQ,1972,226.0068125
Greece,GRC,1972,1899.675273
Grenada,GRD,1972,
Greenland,GRL,1972,2196.711711
Guatemala,GTM,1972,353.6609113
Guam,GUM,1972,
Guyana,GUY,1972,395.29294680000004
High income,HIC,1972,3525.976925
"Hong Kong SAR, China",HKG,1972,1384.738437
Honduras,HND,1972,278.61501269999997
Heavily indebted poor countries (HIPC),HPC,1972,171.1944274
Croatia,HRV,1972,
Haiti,HTI,1972,76.90189551
Hungary,HUN,1972,
IBRD only,IBD,1972,273.287716
IDA & IBRD total,IBT,1972,254.3323023
IDA total,IDA,1972,164.9613375
IDA blend,IDB,1972,197.8799976
Indonesia,IDN,1972,90.87617299
IDA only,IDX,1972,151.8365102
Isle of Man,IMN,1972,
India,IND,1972,122.9818639
Not classified,INX,1972,
Ireland,IRL,1972,2082.9568329999997
"Iran, Islamic Rep.",IRN,1972,570.3505859
Iraq,IRQ,1972,388.11102410000007
Iceland,ISL,1972,4020.8784539999997
Israel,ISR,1972,2787.563725
Italy,ITA,1972,2671.137308
Jamaica,JAM,1972,968.9674228
Jordan,JOR,1972,418.5784695
Japan,JPN,1972,2967.041996
Kazakhstan,KAZ,1972,
Kenya,KEN,1972,173.49476040000002
Kyrgyz Republic,KGZ,1972,
Cambodia,KHM,1972,69.23332737
Kiribati,KIR,1972,358.782246
St. Kitts and Nevis,KNA,1972,517.7086893999999
"Korea, Rep.",KOR,1972,323.5961525
Kuwait,KWT,1972,5224.929421
Latin America & Caribbean (excluding high income),LAC,1972,693.632654
Lao PDR,LAO,1972,
Lebanon,LBN,1972,
Liberia,LBR,1972,
Libya,LBY,1972,
St. Lucia,LCA,1972,
Latin America & Caribbean,LCN,1972,732.3117097
Least developed countries: UN classification,LDC,1972,
Low income,LIC,1972,
Liechtenstein,LIE,1972,5640.464314
Sri Lanka,LKA,1972,196.422933
Lower middle income,LMC,1972,150.9524819
Low & middle income,LMY,1972,245.8073682
Lesotho,LSO,1972,75.12413661
Late-demographic dividend,LTE,1972,318.437543
Lithuania,LTU,1972,
Luxembourg,LUX,1972,5680.129895
Latvia,LVA,1972,
"Macao SAR, China",MAC,1972,
St. Martin (French part),MAF,1972,
Morocco,MAR,1972,302.564328
Monaco,MCO,1972,16733.62161
Moldova,MDA,1972,
Madagascar,MDG,1972,193.12855480000002
Maldives,MDV,1972,
Middle East & North Africa,MEA,1972,400.2916092
Mexico,MEX,1972,826.4773653
Marshall Islands,MHL,1972,
Middle income,MIC,1972,254.17440290000002
North Macedonia,MKD,1972,
Mali,MLI,1972,79.15748792
Malta,MLT,1972,975.7588009
Myanmar,MMR,1972,
Middle East & North Africa (excluding high income),MNA,1972,
Montenegro,MNE,1972,
Mongolia,MNG,1972,
Northern Mariana Islands,MNP,1972,
Mozambique,MOZ,1972,
Mauritania,MRT,1972,217.6765102
Mauritius,MUS,1972,
Malawi,MWI,1972,81.89147153
Malaysia,MYS,1972,445.3501578
North America,NAC,1972,5997.485634000001
Namibia,NAM,1972,
New Caledonia,NCL,1972,4031.016039
Niger,NER,1972,155.7769251
Nigeria,NGA,1972,209.2260626
Nicaragua,NIC,1972,344.25420499999996
Netherlands,NLD,1972,4104.451029999999
Norway,NOR,1972,4413.575692
Nepal,NPL,1972,81.38658593
Nauru,NRU,1972,
New Zealand,NZL,1972,3294.648943
OECD members,OED,1972,3354.742945
Oman,OMN,1972,472.5234272
Other small states,OSS,1972,
Pakistan,PAK,1972,151.65865780000001
Panama,PAN,1972,1040.810961
Peru,PER,1972,646.1424981
Philippines,PHL,1972,211.4122029
Palau,PLW,1972,
Papua New Guinea,PNG,1972,294.2978508
Poland,POL,1972,
Pre-demographic dividend,PRE,1972,104.9403654
Puerto Rico,PRI,1972,2246.476714
"Korea, Dem. People?s Rep.",PRK,1972,
Portugal,PRT,1972,1302.266182
Paraguay,PRY,1972,296.10861830000005
West Bank and Gaza,PSE,1972,
Pacific island small states,PSS,1972,
Post-demographic dividend,PST,1972,3505.7573979999997
French Polynesia,PYF,1972,2751.125082
Qatar,QAT,1972,3910.0378600000004
Romania,ROU,1972,
Russian Federation,RUS,1972,
Rwanda,RWA,1972,61.81188675
South Asia,SAS,1972,122.61733999999998
Saudi Arabia,SAU,1972,1511.685101
Sudan,SDN,1972,196.9108904
Senegal,SEN,1972,358.36737180000006
Singapore,SGP,1972,1264.375107
Solomon Islands,SLB,1972,235.3302891
Sierra Leone,SLE,1972,163.0129442
El Salvador,SLV,1972,326.7698547
San Marino,SMR,1972,
Somalia,SOM,1972,119.81827549999998
Serbia,SRB,1972,
Sub-Saharan Africa (excluding high income),SSA,1972,241.06098569999997
South Sudan,SSD,1972,
Sub-Saharan Africa,SSF,1972,241.10926800000001
Small states,SST,1972,590.3339244
Sao Tome and Principe,STP,1972,
Suriname,SUR,1972,847.9044976
Slovak Republic,SVK,1972,
Slovenia,SVN,1972,
Sweden,SWE,1972,5977.780622
Eswatini,SWZ,1972,321.0694305
Sint Maarten (Dutch part),SXM,1972,
Seychelles,SYC,1972,546.9510613
Syrian Arab Republic,SYR,1972,449.9439294
Turks and Caicos Islands,TCA,1972,
Chad,TCD,1972,153.44368290000003
East Asia & Pacific (IDA & IBRD countries),TEA,1972,132.8491928
Europe & Central Asia (IDA & IBRD countries),TEC,1972,
Togo,TGO,1972,149.3505629
Thailand,THA,1972,209.3747324
Tajikistan,TJK,1972,
Turkmenistan,TKM,1972,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1972,708.086656
Timor-Leste,TLS,1972,
Middle East & North Africa (IDA & IBRD countries),TMN,1972,
Tonga,TON,1972,
South Asia (IDA & IBRD),TSA,1972,122.61733999999998
Sub-Saharan Africa (IDA & IBRD countries),TSS,1972,241.10926800000001
Trinidad and Tobago,TTO,1972,1119.038073
Tunisia,TUN,1972,422.8564533
Turkey,TUR,1972,558.4210145
Tuvalu,TUV,1972,
Tanzania,TZA,1972,
Uganda,UGA,1972,150.2166483
Ukraine,UKR,1972,
Upper middle income,UMC,1972,337.80818619999997
Uruguay,URY,1972,775.9873347
United States,USA,1972,6094.01799
Uzbekistan,UZB,1972,
St. Vincent and the Grenadines,VCT,1972,298.1795963
"Venezuela, RB",VEN,1972,1155.404267
British Virgin Islands,VGB,1972,
Virgin Islands (U.S.),VIR,1972,
Vietnam,VNM,1972,
Vanuatu,VUT,1972,
World,WLD,1972,985.7923511
Samoa,WSM,1972,
Kosovo,XKX,1972,
"Yemen, Rep.",YEM,1972,
South Africa,ZAF,1972,917.3562094
Zambia,ZMB,1972,427.81904280000003
Zimbabwe,ZWE,1972,471.9371523
Aruba,ABW,1973,
Afghanistan,AFG,1973,143.1446495
Angola,AGO,1973,
Albania,ALB,1973,
Andorra,AND,1973,5342.16856
Arab World,ARB,1973,421.7570001
United Arab Emirates,ARE,1973,
Argentina,ARG,1973,2097.022579
Armenia,ARM,1973,
American Samoa,ASM,1973,
Antigua and Barbuda,ATG,1973,
Australia,AUS,1973,4763.62839
Austria,AUT,1973,3890.7224560000004
Azerbaijan,AZE,1973,
Burundi,BDI,1973,84.41864155
Belgium,BEL,1973,4900.962200999999
Benin,BEN,1973,161.9873737
Burkina Faso,BFA,1973,113.78058429999999
Bangladesh,BGD,1973,119.55974340000002
Bulgaria,BGR,1973,
Bahrain,BHR,1973,
"Bahamas, The",BHS,1973,3696.0725439999997
Bosnia and Herzegovina,BIH,1973,
Belarus,BLR,1973,
Belize,BLZ,1973,605.9334407
Bermuda,BMU,1973,5009.29368
Bolivia,BOL,1973,263.89236009999996
Brazil,BRA,1973,775.2733003
Barbados,BRB,1973,
Brunei Darussalam,BRN,1973,2916.208815
Bhutan,BTN,1973,
Botswana,BWA,1973,353.8554019
Central African Republic,CAF,1973,143.1156197
Canada,CAN,1973,5838.660911999999
Central Europe and the Baltics,CEB,1973,
Switzerland,CHE,1973,7628.396465999999
Channel Islands,CHI,1973,
Chile,CHL,1973,1640.0293800000002
China,CHN,1973,157.0903743
Cote d'Ivoire,CIV,1973,429.4134483
Cameroon,CMR,1973,249.3641074
"Congo, Dem. Rep.",COD,1973,362.8436478
"Congo, Rep.",COG,1973,374.12641160000004
Colombia,COL,1973,448.0337199
Comoros,COM,1973,
Cabo Verde,CPV,1973,
Costa Rica,CRI,1973,767.3302096
Caribbean small states,CSS,1973,998.2754097000001
Cuba,CUB,1973,1088.127565
Curacao,CUW,1973,
Cayman Islands,CYM,1973,
Cyprus,CYP,1973,
Czech Republic,CZE,1973,
Germany,DEU,1973,5046.755107
Djibouti,DJI,1973,
Dominica,DMA,1973,
Denmark,DNK,1973,6119.370222
Dominican Republic,DOM,1973,480.05296799999996
Algeria,DZA,1973,554.7551248999999
East Asia & Pacific (excluding high income),EAP,1973,161.5905201
Early-demographic dividend,EAR,1973,315.33331160000006
East Asia & Pacific,EAS,1973,534.4477253
Europe & Central Asia (excluding high income),ECA,1973,
Europe & Central Asia,ECS,1973,2329.571641
Ecuador,ECU,1973,588.3367982999999
"Egypt, Arab Rep.",EGY,1973,273.69858480000005
Euro area,EMU,1973,3903.56409
Eritrea,ERI,1973,
Spain,ESP,1973,2247.55341
Estonia,EST,1973,
Ethiopia,ETH,1973,
European Union,EUU,1973,3767.7301090000005
Fragile and conflict affected situations,FCS,1973,
Finland,FIN,1973,4173.172981000001
Fiji,FJI,1973,768.6954502
France,FRA,1973,4969.763911999999
Faroe Islands,FRO,1973,
"Micronesia, Fed. Sts.",FSM,1973,
Gabon,GAB,1973,1160.310636
United Kingdom,GBR,1973,3426.276221
Georgia,GEO,1973,
Ghana,GHA,1973,259.70173430000006
Gibraltar,GIB,1973,
Guinea,GIN,1973,
"Gambia, The",GMB,1973,148.17348909999998
Guinea-Bissau,GNB,1973,119.776831
Equatorial Guinea,GNQ,1973,292.4703648
Greece,GRC,1973,2502.8143579999996
Grenada,GRD,1973,
Greenland,GRL,1973,2860.280576
Guatemala,GTM,1973,420.8677982
Guam,GUM,1973,
Guyana,GUY,1973,420.6615817
High income,HIC,1973,4234.2981310000005
"Hong Kong SAR, China",HKG,1973,1893.181242
Honduras,HND,1973,307.3436614
Heavily indebted poor countries (HIPC),HPC,1973,201.27703469999997
Croatia,HRV,1973,
Haiti,HTI,1973,94.90457191
Hungary,HUN,1973,
IBRD only,IBD,1973,343.9277247
IDA & IBRD total,IBT,1973,315.8073466
IDA total,IDA,1973,184.84287849999998
IDA blend,IDB,1973,205.3538689
Indonesia,IDN,1973,131.0249116
IDA only,IDX,1973,179.33553940000002
Isle of Man,IMN,1973,
India,IND,1973,143.7786881
Not classified,INX,1973,
Ireland,IRL,1973,2427.172299
"Iran, Islamic Rep.",IRN,1973,876.2685238
Iraq,IRQ,1973,468.8540124
Iceland,ISL,1973,5445.5155460000005
Israel,ISR,1973,3455.232088
Italy,ITA,1973,3205.2520649999997
Jamaica,JAM,1973,968.9591998999999
Jordan,JOR,1973,484.3359709
Japan,JPN,1973,3997.8411200000005
Kazakhstan,KAZ,1973,
Kenya,KEN,1973,198.5701733
Kyrgyz Republic,KGZ,1973,
Cambodia,KHM,1973,94.35853117
Kiribati,KIR,1973,592.1359722999999
St. Kitts and Nevis,KNA,1973,546.0499284
"Korea, Rep.",KOR,1973,405.8829266
Kuwait,KWT,1973,5971.825292
Latin America & Caribbean (excluding high income),LAC,1973,884.4598779999999
Lao PDR,LAO,1973,
Lebanon,LBN,1973,
Liberia,LBR,1973,
Libya,LBY,1973,
St. Lucia,LCA,1973,
Latin America & Caribbean,LCN,1973,936.6014769999999
Least developed countries: UN classification,LDC,1973,
Low income,LIC,1973,
Liechtenstein,LIE,1973,7354.102368000001
Sri Lanka,LKA,1973,216.99495840000003
Lower middle income,LMC,1973,176.0901116
Low & middle income,LMY,1973,303.8800814
Lesotho,LSO,1973,109.87757140000002
Late-demographic dividend,LTE,1973,396.37703930000004
Lithuania,LTU,1973,
Luxembourg,LUX,1973,7709.729387
Latvia,LVA,1973,
"Macao SAR, China",MAC,1973,
St. Martin (French part),MAF,1973,
Morocco,MAR,1973,364.6361493
Monaco,MCO,1973,21422.84116
Moldova,MDA,1973,
Madagascar,MDG,1973,231.4361855
Maldives,MDV,1973,
Middle East & North Africa,MEA,1973,523.2899791
Mexico,MEX,1973,981.4591048000001
Marshall Islands,MHL,1973,
Middle income,MIC,1973,315.09796769999997
North Macedonia,MKD,1973,
Mali,MLI,1973,90.10019367
Malta,MLT,1973,1143.620203
Myanmar,MMR,1973,
Middle East & North Africa (excluding high income),MNA,1973,
Montenegro,MNE,1973,
Mongolia,MNG,1973,
Northern Mariana Islands,MNP,1973,
Mozambique,MOZ,1973,
Mauritania,MRT,1973,266.1005649
Mauritius,MUS,1973,
Malawi,MWI,1973,87.22757516
Malaysia,MYS,1973,661.022691
North America,NAC,1973,6640.80599
Namibia,NAM,1973,
New Caledonia,NCL,1973,4220.1935
Niger,NER,1973,193.0550554
Nigeria,NGA,1973,252.232652
Nicaragua,NIC,1973,414.43584189999996
Netherlands,NLD,1973,5345.575473
Norway,NOR,1973,5689.588807
Nepal,NPL,1973,75.63695485
Nauru,NRU,1973,
New Zealand,NZL,1973,4323.196535
OECD members,OED,1973,4018.60037
Oman,OMN,1973,598.5654423999999
Other small states,OSS,1973,
Pakistan,PAK,1973,100.2368252
Panama,PAN,1973,1157.621285
Peru,PER,1973,752.2234872
Philippines,PHL,1973,258.38469130000004
Palau,PLW,1973,
Papua New Guinea,PNG,1973,434.5993482
Poland,POL,1973,
Pre-demographic dividend,PRE,1973,125.33077959999999
Puerto Rico,PRI,1973,2432.4142190000002
"Korea, Dem. People?s Rep.",PRK,1973,
Portugal,PRT,1973,1747.989325
Paraguay,PRY,1973,374.3415375
West Bank and Gaza,PSE,1973,
Pacific island small states,PSS,1973,
Post-demographic dividend,PST,1973,4204.645664
French Polynesia,PYF,1973,3516.336872
Qatar,QAT,1973,5583.42149
Romania,ROU,1973,
Russian Federation,RUS,1973,
Rwanda,RWA,1973,70.80305414
South Asia,SAS,1973,137.09505769999998
Saudi Arabia,SAU,1973,2226.990855
Sudan,SDN,1973,236.617142
Senegal,SEN,1973,399.8087097
Singapore,SGP,1973,1685.459796
Solomon Islands,SLB,1973,308.2574878
Sierra Leone,SLE,1973,197.446726
El Salvador,SLV,1973,363.82991069999997
San Marino,SMR,1973,
Somalia,SOM,1973,144.3446758
Serbia,SRB,1973,
Sub-Saharan Africa (excluding high income),SSA,1973,299.9686397
South Sudan,SSD,1973,
Sub-Saharan Africa,SSF,1973,300.0212587
Small states,SST,1973,722.4899908
Sao Tome and Principe,STP,1973,
Suriname,SUR,1973,930.2166258
Slovak Republic,SVK,1973,
Slovenia,SVN,1973,
Sweden,SWE,1973,7241.435798
Eswatini,SWZ,1973,471.5710831
Sint Maarten (Dutch part),SXM,1973,
Seychelles,SYC,1973,648.5319241000001
Syrian Arab Republic,SYR,1973,460.29506799999996
Turks and Caicos Islands,TCA,1973,
Chad,TCD,1973,165.61357880000003
East Asia & Pacific (IDA & IBRD countries),TEA,1973,163.3738345
Europe & Central Asia (IDA & IBRD countries),TEC,1973,
Togo,TGO,1973,176.4737398
Thailand,THA,1973,269.8879525
Tajikistan,TJK,1973,
Turkmenistan,TKM,1973,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1973,912.3773107000001
Timor-Leste,TLS,1973,
Middle East & North Africa (IDA & IBRD countries),TMN,1973,
Tonga,TON,1973,
South Asia (IDA & IBRD),TSA,1973,137.09505769999998
Sub-Saharan Africa (IDA & IBRD countries),TSS,1973,300.0212587
Trinidad and Tobago,TTO,1973,1332.776101
Tunisia,TUN,1973,504.8279387
Turkey,TUR,1973,686.4899382
Tuvalu,TUV,1973,
Tanzania,TZA,1973,
Uganda,UGA,1973,167.13577080000002
Ukraine,UKR,1973,
Upper middle income,UMC,1973,428.9668288
Uruguay,URY,1973,1404.724068
United States,USA,1973,6726.358956
Uzbekistan,UZB,1973,
St. Vincent and the Grenadines,VCT,1973,322.3795153
"Venezuela, RB",VEN,1973,1367.911285
British Virgin Islands,VGB,1973,
Virgin Islands (U.S.),VIR,1973,
Vietnam,VNM,1973,
Vanuatu,VUT,1973,
World,WLD,1973,1179.609749
Samoa,WSM,1973,
Kosovo,XKX,1973,
"Yemen, Rep.",YEM,1973,
South Africa,ZAF,1973,1225.089007
Zambia,ZMB,1973,491.111959
Zimbabwe,ZWE,1973,563.0329825
Aruba,ABW,1974,
Afghanistan,AFG,1974,173.6537646
Angola,AGO,1974,
Albania,ALB,1974,
Andorra,AND,1974,6319.739034
Arab World,ARB,1974,775.699967
United Arab Emirates,ARE,1974,
Argentina,ARG,1974,2844.863648
Armenia,ARM,1974,
American Samoa,ASM,1974,
Antigua and Barbuda,ATG,1974,
Australia,AUS,1974,6473.165153
Austria,AUT,1974,4630.757207
Azerbaijan,AZE,1974,
Burundi,BDI,1974,94.68532164
Belgium,BEL,1974,5733.798171
Benin,BEN,1974,174.0141491
Burkina Faso,BFA,1974,124.35903049999999
Bangladesh,BGD,1974,182.01998940000001
Bulgaria,BGR,1974,
Bahrain,BHR,1974,
"Bahamas, The",BHS,1974,3416.1624890000003
Bosnia and Herzegovina,BIH,1974,
Belarus,BLR,1974,
Belize,BLZ,1974,786.069092
Bermuda,BMU,1974,5853.932584
Bolivia,BOL,1974,429.29764739999996
Brazil,BRA,1974,1004.10491
Barbados,BRB,1974,1274.543163
Brunei Darussalam,BRN,1974,6923.0878920000005
Bhutan,BTN,1974,
Botswana,BWA,1974,428.1918428999999
Central African Republic,CAF,1974,146.22761530000002
Canada,CAN,1974,7033.011034
Central Europe and the Baltics,CEB,1974,
Switzerland,CHE,1974,8743.992723000001
Channel Islands,CHI,1974,
Chile,CHL,1974,1554.3885480000001
China,CHN,1974,160.1400937
Cote d'Ivoire,CIV,1974,501.55349749999993
Cameroon,CMR,1974,311.2194943
"Congo, Dem. Rep.",COD,1974,430.70198389999996
"Congo, Rep.",COG,1974,392.3210842
Colombia,COL,1974,525.5258191
Comoros,COM,1974,
Cabo Verde,CPV,1974,
Costa Rica,CRI,1974,816.0372621
Caribbean small states,CSS,1974,1282.172279
Cuba,CUB,1974,1223.691087
Curacao,CUW,1974,
Cayman Islands,CYM,1974,
Cyprus,CYP,1974,
Czech Republic,CZE,1974,
Germany,DEU,1974,5639.077618
Djibouti,DJI,1974,
Dominica,DMA,1974,
Denmark,DNK,1974,6770.750026999999
Dominican Republic,DOM,1974,583.4841886
Algeria,DZA,1974,817.9883085
East Asia & Pacific (excluding high income),EAP,1974,178.3778131
Early-demographic dividend,EAR,1974,431.3601706
East Asia & Pacific,EAS,1974,602.2367289
Europe & Central Asia (excluding high income),ECA,1974,
Europe & Central Asia,ECS,1974,2614.021648
Ecuador,ECU,1974,970.0114387
"Egypt, Arab Rep.",EGY,1974,244.74720200000002
Euro area,EMU,1974,4401.7903719999995
Eritrea,ERI,1974,
Spain,ESP,1974,2749.924631
Estonia,EST,1974,
Ethiopia,ETH,1974,
European Union,EUU,1974,4208.998464
Fragile and conflict affected situations,FCS,1974,
